aro,name,definition,is_a
"ARO:3002839","lnuF","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000978","TEM-115","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004364","almG","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005376","KPC-45","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002380","SME-2","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002642","APH(3')-Ib","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000923","TEM-54","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000807","MexH","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003097","CfxA6","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005270","TEM-240","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005366","KPC-34","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001769","OXA-42","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002667","rmtD","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003841","kdpE","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000746","mepR","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001384","TEM-207","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003665","NmcR","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002140","DHA-9","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003078","Enterococcus faecium liaR mutant conferring daptomycin resistance","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001028","TEM-162","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003902","Staphylococcus aureus UhpT with mutation conferring resistance to fosfomycin","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001665","OXA-200","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003879","ADC-61","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001901","CTX-M-39","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002509","PDC-10","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003511","Escherichia coli soxS with mutation conferring antibiotic resistance","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004153","Mycobacterium tuberculosis thyA with mutation conferring resistance to para-aminosalicylic acid","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004568","dfrA18","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001455","OXA-150","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001188","SHV-149","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001634","OXA-80","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001825","ACT-6","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000506","MexR","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004675","aphA15","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003308","Escherichia coli parC conferring resistance to fluoroquinolones","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001107","SHV-50","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000839","arlS","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002631","spd","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001618","OXA-70","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003699","mexQ","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002804","FosA2","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002947","vanHM","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005297","PDC-255","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001950","CTX-M-90","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002456","LEN-5","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002403","OXY-2-8","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002363","PER-1","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004832","Neisseria gonorrhoeae PBP2 conferring resistance to beta-lactam antibiotics","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001042","TEM-177","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005314","OXA-540","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003326","Mycobacterium tuberculosis embB mutant conferring resistance to ethambutol","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000975","TEM-112","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001557","OXA-371","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001637","OXA-106","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001486","OXA-208","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000413","sul3","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001549","OXA-362","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002533","AAC(3)-IIa","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001662","OXA-164","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001118","SHV-63","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003652","CMY-132","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005209","SHV-198","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001041","TEM-176","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3000970","TEM-107","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004042","Enterobacter cloacae acrA","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001449","OXA-127","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002298","VIM-28","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001880","CTX-M-17","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002035","CMY-24","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002353","GES-24","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001977","CTX-M-117","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001933","CTX-M-72","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003842","MUS-2","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001932","CTX-M-71","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002531","AAC(3)-Ic","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001123","SHV-69","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004292","Laribacter hongkongensis ampC beta-lactamase","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001501","OXA-252","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001893","CTX-M-31","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004516","MCR-8.1","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002540","AAC(3)-VIa","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001962","CTX-M-103","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004632","ADC-62","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001408","OXA-13","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002783","QnrB71","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005284","PDC-264","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3004825","LAP-1","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001626","OXA-88","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3005213","SHV-204","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002397","OXY-2-2","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003162","OXA-435","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002570","AAC(6')-Iz","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3001957","CTX-M-98","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002581","AAC(6')-Ib10","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3003158","TEM-220","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
"ARO:3002661","APH(7'')-Ia","Rifamycin antibiotics are a group of broad-spectrum ansamycin antibiotics that inhibit bacterial RNA polymerase by binding to a highly conserved region, blocking the oligonucleotide exit tunnel, and preventing the extension of nascent mRNAs. [PMID:15700959]","['ARO:1000003 ! antibiotic molecule']"
