pathogen,resistance,criteria,model type
"Pseudomonas koreensis","ARO:3004574","perfect_strict","protein homolog model"
"Pseudomonas monteilii","ARO:3004574","perfect_strict","protein homolog model"
"Pseudomonas syringae","ARO:3004574","perfect_strict","protein homolog model"
"Pseudomonas fluorescens","ARO:3004574","perfect_strict","protein homolog model"
"Stenotrophomonas maltophilia","ARO:3004574","perfect_strict","protein homolog model"
"Acinetobacter nosocomialis","ARO:3004574","perfect","protein homolog model"
"Acinetobacter nosocomialis","ARO:3004574","perfect_strict","protein homolog model"
"Acinetobacter pittii","ARO:3004574","perfect","protein homolog model"
"Acinetobacter pittii","ARO:3004574","perfect_strict","protein homolog model"
"Pseudomonas putida","ARO:3004574","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004574","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004574","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004574","perfect_strict","protein homolog model"
"Pseudomonas synxantha","ARO:3004574","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004574","perfect","protein homolog model"
"Acinetobacter baumannii","ARO:3004577","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004577","perfect_strict","protein homolog model"
"Acinetobacter junii","ARO:3004577","perfect_strict","protein homolog model"
"Acinetobacter pittii","ARO:3004577","perfect_strict","protein homolog model"
"Stenotrophomonas maltophilia","ARO:3004577","perfect_strict","protein homolog model"
"Acinetobacter haemolyticus","ARO:3004577","perfect_strict","protein homolog model"
"Acinetobacter nosocomialis","ARO:3004577","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004577","perfect_strict","protein homolog model"
"Staphylococcus aureus","ARO:3004577","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004577","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004580","perfect","protein homolog model"
"Klebsiella oxytoca","ARO:3004580","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3004580","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004580","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004580","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3004580","perfect_strict","protein homolog model"
"Citrobacter portucalensis","ARO:3004580","perfect_strict","protein homolog model"
"Escherichia marmotae","ARO:3004580","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3004580","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3004580","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3004580","perfect_strict","protein homolog model"
"Citrobacter youngae","ARO:3004580","perfect_strict","protein homolog model"
"Klebsiella huaxiensis","ARO:3004580","perfect_strict","protein homolog model"
"Kosakonia arachidis","ARO:3004580","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3004580","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004580","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3004580","perfect_strict","protein homolog model"
"Escherichia albertii","ARO:3004580","perfect_strict","protein homolog model"
"Escherichia fergusonii","ARO:3004580","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3004580","perfect_strict","protein homolog model"
"Enterobacter chengduensis","ARO:3004580","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3004580","perfect_strict","protein homolog model"
"Citrobacter amalonaticus","ARO:3004580","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004580","perfect_strict","protein homolog model"
"Citrobacter koseri","ARO:3004580","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3004580","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004580","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004580","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3004580","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004580","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004580","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004580","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004583","perfect","protein homolog model"
"Klebsiella oxytoca","ARO:3004583","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3004583","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3004583","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3004583","perfect_strict","protein homolog model"
"Escherichia albertii","ARO:3004583","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3004583","perfect_strict","protein homolog model"
"Proteus columbae","ARO:3004583","perfect_strict","protein homolog model"
"Serratia rubidaea","ARO:3004583","perfect_strict","protein homolog model"
"Yersinia canariae","ARO:3004583","perfect_strict","protein homolog model"
"Providencia stuartii","ARO:3004583","perfect_strict","protein homolog model"
"Citrobacter koseri","ARO:3004583","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3004583","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3004583","perfect_strict","protein homolog model"
"Providencia heimbachae","ARO:3004583","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004583","perfect_strict","protein homolog model"
"Kosakonia arachidis","ARO:3004583","perfect_strict","protein homolog model"
"Escherichia fergusonii","ARO:3004583","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3004583","perfect_strict","protein homolog model"
"Enterobacter chengduensis","ARO:3004583","perfect_strict","protein homolog model"
"Serratia liquefaciens","ARO:3004583","perfect_strict","protein homolog model"
"Citrobacter portucalensis","ARO:3004583","perfect_strict","protein homolog model"
"Serratia odorifera","ARO:3004583","perfect_strict","protein homolog model"
"Yersinia enterocolitica","ARO:3004583","perfect_strict","protein homolog model"
"Citrobacter youngae","ARO:3004583","perfect_strict","protein homolog model"
"Proteus penneri","ARO:3004583","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004583","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3004583","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004583","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004583","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004583","perfect","protein homolog model"
"Citrobacter amalonaticus","ARO:3004583","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004583","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004583","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004583","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3004583","perfect_strict","protein homolog model"
"Yersinia pestis","ARO:3004583","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004583","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3004583","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004583","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3004583","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3004583","perfect_strict","protein homolog model"
"Proteus vulgaris","ARO:3004583","perfect_strict","protein homolog model"
"Klebsiella huaxiensis","ARO:3004583","perfect_strict","protein homolog model"
"Escherichia marmotae","ARO:3004583","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3004583","perfect_strict","protein homolog model"
"Staphylococcus epidermidis","ARO:3004595","perfect_strict","protein homolog model"
"Macrococcus canis","ARO:3004595","perfect_strict","protein homolog model"
"Staphylococcus epidermidis","ARO:3004595","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004588","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3004588","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3004588","perfect_strict","protein homolog model"
"Burkholderia contaminans","ARO:3004588","perfect_strict","protein homolog model"
"Klebsiella huaxiensis","ARO:3004588","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004588","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004588","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004588","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3004588","perfect_strict","protein homolog model"
"Burkholderia cepacia","ARO:3004588","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3004588","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004588","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004588","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004588","perfect","protein homolog model"
"Klebsiella oxytoca","ARO:3004588","perfect_strict","protein homolog model"
"Pectobacterium parmentieri","ARO:3004597","perfect_strict","protein homolog model"
"Proteus columbae","ARO:3004597","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3004597","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004597","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004597","perfect_strict","protein homolog model"
"Providencia heimbachae","ARO:3004597","perfect_strict","protein homolog model"
"Serratia rubidaea","ARO:3004597","perfect_strict","protein homolog model"
"Yersinia canariae","ARO:3004597","perfect_strict","protein homolog model"
"Yersinia pestis","ARO:3004597","perfect_strict","protein homolog model"
"Serratia liquefaciens","ARO:3004597","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3004597","perfect_strict","protein homolog model"
"Kosakonia arachidis","ARO:3004597","perfect_strict","protein homolog model"
"Escherichia marmotae","ARO:3004597","perfect_strict","protein homolog model"
"Serratia odorifera","ARO:3004597","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3004597","perfect_strict","protein homolog model"
"Avibacterium paragallinarum","ARO:3004597","perfect_strict","protein homolog model"
"Escherichia albertii","ARO:3004597","perfect_strict","protein homolog model"
"Proteus penneri","ARO:3004597","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3004597","perfect","protein homolog model"
"Providencia stuartii","ARO:3004597","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3004597","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004597","perfect_strict","protein homolog model"
"Yersinia enterocolitica","ARO:3004597","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3004597","perfect_strict","protein homolog model"
"Haemophilus parainfluenzae","ARO:3004597","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3004597","perfect_strict","protein homolog model"
"Proteus vulgaris","ARO:3004597","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3004597","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004597","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004597","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004597","perfect_strict","protein homolog model"
"Morganella morganii","ARO:3004597","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3004597","perfect_strict","protein homolog model"
"Haemophilus influenzae","ARO:3004597","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3004597","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004597","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3004597","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004597","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004597","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004597","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004597","perfect","protein homolog model"
"Klebsiella huaxiensis","ARO:3004597","perfect_strict","protein homolog model"
"Enterococcus faecium","ARO:3004599","perfect_strict","protein homolog model"
"Clostridioides difficile","ARO:3004599","perfect","protein homolog model"
"Enterococcus faecalis","ARO:3004599","perfect_strict","protein homolog model"
"Clostridioides difficile","ARO:3004599","perfect_strict","protein homolog model"
"Clostridium perfringens","ARO:3004601","perfect_strict","protein homolog model"
"Campylobacter jejuni","ARO:3004601","perfect_strict","protein homolog model"
"Campylobacter jejuni","ARO:3004601","perfect","protein homolog model"
"Clostridium perfringens","ARO:3004601","perfect","protein homolog model"
"Riemerella anatipestifer","ARO:3004608","perfect_strict","protein homolog model"
"Myroides phaeus","ARO:3004608","perfect_strict","protein homolog model"
"Riemerella anatipestifer","ARO:3004608","perfect","protein homolog model"
"Chryseobacterium taklimakanense","ARO:3004608","perfect_strict","protein homolog model"
"Phocaeicola dorei","ARO:3004608","perfect_strict","protein homolog model"
"Myroides odoratimimus","ARO:3004608","perfect_strict","protein homolog model"
"Bacteroides fragilis","ARO:3004608","perfect_strict","protein homolog model"
"Enterococcus faecalis","ARO:3004611","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3004611","perfect","protein homolog model"
"Citrobacter werkmanii","ARO:3004611","perfect_strict","protein homolog model"
"Escherichia fergusonii","ARO:3004611","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3004611","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3004611","perfect_strict","protein homolog model"
"Staphylococcus aureus","ARO:3004611","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004611","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3004611","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004611","perfect_strict","protein homolog model"
"Streptococcus suis","ARO:3004611","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3004611","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004611","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004611","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004611","perfect","protein homolog model"
"Citrobacter koseri","ARO:3004611","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004611","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3004611","perfect_strict","protein homolog model"
"Stenotrophomonas maltophilia","ARO:3004611","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004611","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004611","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3004611","perfect","protein homolog model"
"Escherichia albertii","ARO:3004611","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004612","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004612","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004612","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3004612","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004612","perfect_strict","protein homolog model"
"Streptococcus suis","ARO:3004612","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3004612","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004612","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3004612","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004612","perfect","protein homolog model"
"Serratia marcescens","ARO:3004612","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004612","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004612","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004612","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3004612","perfect","protein homolog model"
"Citrobacter freundii","ARO:3004612","perfect_strict","protein homolog model"
"Citrobacter portucalensis","ARO:3004612","perfect_strict","protein homolog model"
"Citrobacter youngae","ARO:3004612","perfect_strict","protein homolog model"
"Stenotrophomonas maltophilia","ARO:3004612","perfect_strict","protein homolog model"
"Enterobacter chengduensis","ARO:3004612","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3004612","perfect_strict","protein homolog model"
"Escherichia albertii","ARO:3004612","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3004612","perfect","protein homolog model"
"Salmonella enterica","ARO:3004612","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004612","perfect","protein homolog model"
"Citrobacter amalonaticus","ARO:3004612","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3004612","perfect_strict","protein homolog model"
"Staphylococcus saprophyticus","ARO:3004612","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3004612","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004612","perfect_strict","protein homolog model"
"Klebsiella huaxiensis","ARO:3004612","perfect_strict","protein homolog model"
"Escherichia marmotae","ARO:3004612","perfect_strict","protein homolog model"
"Escherichia fergusonii","ARO:3004612","perfect_strict","protein homolog model"
"Kosakonia arachidis","ARO:3004612","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3004612","perfect_strict","protein homolog model"
"Citrobacter koseri","ARO:3004612","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3004612","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004612","perfect","protein homolog model"
"Shigella flexneri","ARO:3004612","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004612","perfect_strict","protein homolog model"
"Shigella dysenteriae","ARO:3004612","perfect","protein homolog model"
"Raoultella planticola","ARO:3004612","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004615","perfect","protein homolog model"
"Acinetobacter baumannii","ARO:3004615","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3003655","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3003655","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3003655","perfect_strict","protein homolog model"
"Mycoplasma pneumoniae","ARO:3004616","perfect_strict","rRNA gene variant model"
"Mycoplasma genitalium","ARO:3004616","perfect_strict","rRNA gene variant model"
"Klebsiella michiganensis","ARO:3001831","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3001831","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3001831","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3001831","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3001831","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3003855","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004617","perfect","protein homolog model"
"Acinetobacter baumannii","ARO:3004617","perfect_strict","protein homolog model"
"Acinetobacter nosocomialis","ARO:3004617","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004617","perfect_strict","protein homolog model"
"Staphylococcus aureus","ARO:3004617","perfect_strict","protein homolog model"
"Acinetobacter pittii","ARO:3004618","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004618","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004620","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004620","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3003200","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3003200","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3003200","perfect","protein homolog model"
"Enterobacter asburiae","ARO:3003200","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3003200","perfect","protein homolog model"
"Enterobacter asburiae","ARO:3003200","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3003200","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3003200","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3003200","perfect","protein homolog model"
"Escherichia coli","ARO:3003200","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3003200","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3003200","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3003200","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3003200","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3003200","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3003200","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004622","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004622","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004622","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004622","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3004622","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3004621","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004621","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004621","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3004621","perfect_strict","protein homolog model"
"Acinetobacter lwoffii","ARO:3004621","perfect_strict","protein homolog model"
"Providencia stuartii","ARO:3004621","perfect_strict","protein homolog model"
"Acinetobacter nosocomialis","ARO:3004621","perfect_strict","protein homolog model"
"Avibacterium paragallinarum","ARO:3004621","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3004621","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3004621","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3004621","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3004621","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3004621","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3004621","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3004621","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004621","perfect_strict","protein homolog model"
"Acinetobacter johnsonii","ARO:3004621","perfect_strict","protein homolog model"
"Enterobacter chengduensis","ARO:3004621","perfect_strict","protein homolog model"
"Morganella morganii","ARO:3004621","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004621","perfect_strict","protein homolog model"
"Acinetobacter indicus","ARO:3004621","perfect_strict","protein homolog model"
"Citrobacter portucalensis","ARO:3004621","perfect_strict","protein homolog model"
"Citrobacter koseri","ARO:3004621","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004621","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3004621","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3004621","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004621","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3004621","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3004621","perfect_strict","protein homolog model"
"Acinetobacter pittii","ARO:3004621","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004621","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3004621","perfect_strict","protein homolog model"
"Vibrio cholerae","ARO:3004621","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3004621","perfect_strict","protein homolog model"
"Providencia stuartii","ARO:3004623","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3004623","perfect","protein homolog model"
"Acinetobacter nosocomialis","ARO:3004623","perfect","protein homolog model"
"Acinetobacter johnsonii","ARO:3004623","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3004623","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3004623","perfect","protein homolog model"
"Shigella boydii","ARO:3004623","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3004623","perfect_strict","protein homolog model"
"Acinetobacter nosocomialis","ARO:3004623","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004623","perfect","protein homolog model"
"Enterobacter roggenkampii","ARO:3004623","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004623","perfect_strict","protein homolog model"
"Leclercia adecarboxylata","ARO:3004623","perfect","protein homolog model"
"Acinetobacter baumannii","ARO:3004623","perfect","protein homolog model"
"Klebsiella huaxiensis","ARO:3004623","perfect","protein homolog model"
"Serratia marcescens","ARO:3004623","perfect","protein homolog model"
"Citrobacter freundii","ARO:3004623","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004623","perfect_strict","protein homolog model"
"Actinobacillus indolicus","ARO:3004623","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3004623","perfect","protein homolog model"
"Proteus mirabilis","ARO:3004623","perfect","protein homolog model"
"Acinetobacter pittii","ARO:3004623","perfect","protein homolog model"
"Vibrio cholerae","ARO:3004623","perfect","protein homolog model"
"Shigella flexneri","ARO:3004623","perfect","protein homolog model"
"Citrobacter freundii","ARO:3004623","perfect","protein homolog model"
"Citrobacter amalonaticus","ARO:3004623","perfect","protein homolog model"
"Providencia rettgeri","ARO:3004623","perfect_strict","protein homolog model"
"Acinetobacter lwoffii","ARO:3004623","perfect_strict","protein homolog model"
"Stenotrophomonas maltophilia","ARO:3004623","perfect_strict","protein homolog model"
"Aeromonas veronii","ARO:3004623","perfect_strict","protein homolog model"
"Acinetobacter junii","ARO:3004623","perfect_strict","protein homolog model"
"Acinetobacter towneri","ARO:3004623","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3004623","perfect_strict","protein homolog model"
"Klebsiella huaxiensis","ARO:3004623","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3004623","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3004623","perfect","protein homolog model"
"Enterobacter asburiae","ARO:3004623","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3004623","perfect","protein homolog model"
"Escherichia albertii","ARO:3004623","perfect_strict","protein homolog model"
"Escherichia fergusonii","ARO:3004623","perfect","protein homolog model"
"Escherichia fergusonii","ARO:3004623","perfect_strict","protein homolog model"
"Acinetobacter pittii","ARO:3004623","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3004623","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3004623","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3004623","perfect","protein homolog model"
"Escherichia coli","ARO:3004623","perfect_strict","protein homolog model"
"Escherichia albertii","ARO:3004623","perfect","protein homolog model"
"Serratia marcescens","ARO:3004623","perfect_strict","protein homolog model"
"Citrobacter portucalensis","ARO:3004623","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3004623","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3004623","perfect","protein homolog model"
"Acinetobacter wuhouensis","ARO:3004623","perfect","protein homolog model"
"Acinetobacter wuhouensis","ARO:3004623","perfect_strict","protein homolog model"
"Actinobacillus indolicus","ARO:3004623","perfect","protein homolog model"
"Acinetobacter indicus","ARO:3004623","perfect_strict","protein homolog model"
"Aeromonas veronii","ARO:3004623","perfect","protein homolog model"
"Shigella boydii","ARO:3004623","perfect","protein homolog model"
"Leclercia adecarboxylata","ARO:3004623","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3004623","perfect","protein homolog model"
"Klebsiella michiganensis","ARO:3004623","perfect","protein homolog model"
"Enterobacter kobei","ARO:3004623","perfect","protein homolog model"
"Citrobacter youngae","ARO:3004623","perfect_strict","protein homolog model"
"Shigella flexneri","ARO:3004623","perfect_strict","protein homolog model"
"Klebsiella oxytoca","ARO:3004623","perfect_strict","protein homolog model"
"Klebsiella michiganensis","ARO:3004623","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3004623","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3004623","perfect","protein homolog model"
"Acinetobacter towneri","ARO:3004623","perfect","protein homolog model"
"Pseudomonas putida","ARO:3004623","perfect","protein homolog model"
"Aeromonas hydrophila","ARO:3004623","perfect","protein homolog model"
"Citrobacter portucalensis","ARO:3004623","perfect_strict","protein homolog model"
"Stenotrophomonas maltophilia","ARO:3004623","perfect","protein homolog model"
"Acinetobacter lwoffii","ARO:3004623","perfect","protein homolog model"
"Acinetobacter indicus","ARO:3004623","perfect","protein homolog model"
"Proteus vulgaris","ARO:3004623","perfect_strict","protein homolog model"
"Citrobacter amalonaticus","ARO:3004623","perfect_strict","protein homolog model"
"Glaesserella parasuis","ARO:3004623","perfect","protein homolog model"
"Enterobacter asburiae","ARO:3004623","perfect_strict","protein homolog model"
"Glaesserella parasuis","ARO:3004623","perfect_strict","protein homolog model"
"Morganella morganii","ARO:3004623","perfect","protein homolog model"
"Acinetobacter junii","ARO:3004623","perfect","protein homolog model"
"Shigella sonnei","ARO:3004623","perfect_strict","protein homolog model"
"Raoultella planticola","ARO:3004623","perfect_strict","protein homolog model"
"Citrobacter youngae","ARO:3004623","perfect","protein homolog model"
"Pseudomonas putida","ARO:3004623","perfect_strict","protein homolog model"
